MTU (CET/CEST);Generation - Solar [MW] Day Ahead/ Italy (IT);Generation - Solar [MW] Intraday / Italy (IT);Generation - Solar [MW] Current / Italy (IT);Generation - Wind Offshore [MW] Day Ahead/ Italy (IT);Generation - Wind Offshore [MW] Intraday / Italy (IT);Generation - Wind Offshore [MW] Current / Italy (IT);Generation - Wind Onshore [MW] Day Ahead/ Italy (IT);Generation - Wind Onshore [MW] Intraday / Italy (IT);Generation - Wind Onshore [MW] Current / Italy (IT)
22.06.2025 18:30 - 22.06.2025 18:45;4821;N/A;4821;n/e;n/e;n/e;1803;N/A;n/e
22.06.2025 18:45 - 22.06.2025 19:00;3812;N/A;3812;n/e;n/e;n/e;1676;N/A;n/e
22.06.2025 19:00 - 22.06.2025 19:15;2741;N/A;2741;n/e;n/e;n/e;1543;N/A;n/e
22.06.2025 19:15 - 22.06.2025 19:30;1936;N/A;1936;n/e;n/e;n/e;1400;N/A;n/e
22.06.2025 19:30 - 22.06.2025 19:45;1265;N/A;1265;n/e;n/e;n/e;1248;N/A;n/e
22.06.2025 19:45 - 22.06.2025 20:00;748;N/A;748;n/e;n/e;n/e;1066;N/A;n/e
22.06.2025 20:00 - 22.06.2025 20:15;433;N/A;433;n/e;n/e;n/e;923;N/A;n/e
22.06.2025 20:15 - 22.06.2025 20:30;209;N/A;209;n/e;n/e;n/e;795;N/A;n/e
22.06.2025 20:30 - 22.06.2025 20:45;63;N/A;63;n/e;n/e;n/e;690;N/A;n/e
22.06.2025 20:45 - 22.06.2025 21:00;11;N/A;11;n/e;n/e;n/e;627;N/A;n/e
22.06.2025 21:00 - 22.06.2025 21:15;0;N/A;0;n/e;n/e;n/e;565;N/A;n/e
22.06.2025 21:15 - 22.06.2025 21:30;0;N/A;0;n/e;n/e;n/e;548;N/A;n/e
22.06.2025 21:30 - 22.06.2025 21:45;0;N/A;0;n/e;n/e;n/e;543;N/A;n/e
22.06.2025 21:45 - 22.06.2025 22:00;0;N/A;0;n/e;n/e;n/e;573;N/A;n/e
22.06.2025 22:00 - 22.06.2025 22:15;0;N/A;0;n/e;n/e;n/e;572;N/A;n/e
22.06.2025 22:15 - 22.06.2025 22:30;0;N/A;0;n/e;n/e;n/e;550;N/A;n/e
22.06.2025 22:30 - 22.06.2025 22:45;0;N/A;0;n/e;n/e;n/e;535;N/A;n/e
22.06.2025 22:45 - 22.06.2025 23:00;0;N/A;0;n/e;n/e;n/e;528;N/A;n/e
22.06.2025 23:00 - 22.06.2025 23:15;0;N/A;0;n/e;n/e;n/e;503;N/A;n/e
22.06.2025 23:15 - 22.06.2025 23:30;0;N/A;0;n/e;n/e;n/e;516;N/A;n/e
22.06.2025 23:30 - 22.06.2025 23:45;0;N/A;0;n/e;n/e;n/e;527;N/A;n/e
22.06.2025 23:45 - 23.06.2025 00:00;0;N/A;0;n/e;n/e;n/e;520;N/A;n/e
23.06.2025 00:00 - 23.06.2025 00:15;0;0;0;n/e;n/e;n/e;485;485;n/e
23.06.2025 00:15 - 23.06.2025 00:30;0;0;0;n/e;n/e;n/e;501;501;n/e
23.06.2025 00:30 - 23.06.2025 00:45;0;0;0;n/e;n/e;n/e;454;454;n/e
23.06.2025 00:45 - 23.06.2025 01:00;0;0;0;n/e;n/e;n/e;440;440;n/e
23.06.2025 01:00 - 23.06.2025 01:15;0;0;0;n/e;n/e;n/e;451;451;n/e
23.06.2025 01:15 - 23.06.2025 01:30;0;0;0;n/e;n/e;n/e;448;448;n/e
23.06.2025 01:30 - 23.06.2025 01:45;0;0;0;n/e;n/e;n/e;453;453;n/e
23.06.2025 01:45 - 23.06.2025 02:00;0;0;0;n/e;n/e;n/e;451;451;n/e
23.06.2025 02:00 - 23.06.2025 02:15;0;0;0;n/e;n/e;n/e;453;453;n/e
23.06.2025 02:15 - 23.06.2025 02:30;0;0;0;n/e;n/e;n/e;462;462;n/e
23.06.2025 02:30 - 23.06.2025 02:45;0;0;0;n/e;n/e;n/e;484;484;n/e
23.06.2025 02:45 - 23.06.2025 03:00;0;0;0;n/e;n/e;n/e;478;478;n/e
23.06.2025 03:00 - 23.06.2025 03:15;0;0;0;n/e;n/e;n/e;506;506;n/e
23.06.2025 03:15 - 23.06.2025 03:30;0;0;0;n/e;n/e;n/e;472;472;n/e
23.06.2025 03:30 - 23.06.2025 03:45;0;0;0;n/e;n/e;n/e;478;478;n/e
23.06.2025 03:45 - 23.06.2025 04:00;0;0;0;n/e;n/e;n/e;497;497;n/e
23.06.2025 04:00 - 23.06.2025 04:15;0;0;0;n/e;n/e;n/e;504;476;n/e
23.06.2025 04:15 - 23.06.2025 04:30;0;0;0;n/e;n/e;n/e;498;492;n/e
23.06.2025 04:30 - 23.06.2025 04:45;0;0;0;n/e;n/e;n/e;491;492;n/e
23.06.2025 04:45 - 23.06.2025 05:00;0;0;0;n/e;n/e;n/e;482;487;n/e
23.06.2025 05:00 - 23.06.2025 05:15;0;0;0;n/e;n/e;n/e;475;484;n/e
23.06.2025 05:15 - 23.06.2025 05:30;0;0;0;n/e;n/e;n/e;472;475;n/e
23.06.2025 05:30 - 23.06.2025 05:45;13;12;12;n/e;n/e;n/e;478;482;n/e
23.06.2025 05:45 - 23.06.2025 06:00;80;85;85;n/e;n/e;n/e;457;481;n/e
23.06.2025 06:00 - 23.06.2025 06:15;278;293;293;n/e;n/e;n/e;439;443;n/e
23.06.2025 06:15 - 23.06.2025 06:30;598;620;620;n/e;n/e;n/e;393;406;n/e
23.06.2025 06:30 - 23.06.2025 06:45;988;1006;1006;n/e;n/e;n/e;369;357;n/e
23.06.2025 06:45 - 23.06.2025 07:00;1527;1543;1543;n/e;n/e;n/e;314;299;n/e
23.06.2025 07:00 - 23.06.2025 07:15;2253;2222;2222;n/e;n/e;n/e;238;227;n/e
23.06.2025 07:15 - 23.06.2025 07:30;3123;3082;3082;n/e;n/e;n/e;206;179;n/e
23.06.2025 07:30 - 23.06.2025 07:45;4149;4034;4034;n/e;n/e;n/e;164;146;n/e
23.06.2025 07:45 - 23.06.2025 08:00;5183;5077;5077;n/e;n/e;n/e;145;118;n/e
23.06.2025 08:00 - 23.06.2025 08:15;6319;6235;6235;n/e;n/e;n/e;134;116;n/e
23.06.2025 08:15 - 23.06.2025 08:30;7328;7262;7262;n/e;n/e;n/e;122;109;n/e
23.06.2025 08:30 - 23.06.2025 08:45;8351;8284;8284;n/e;n/e;n/e;125;108;n/e
23.06.2025 08:45 - 23.06.2025 09:00;9364;9297;9297;n/e;n/e;n/e;131;114;n/e
23.06.2025 09:00 - 23.06.2025 09:15;10281;10264;10264;n/e;n/e;n/e;133;127;n/e
23.06.2025 09:15 - 23.06.2025 09:30;11201;11173;11173;n/e;n/e;n/e;144;133;n/e
23.06.2025 09:30 - 23.06.2025 09:45;11928;11895;11895;n/e;n/e;n/e;153;147;n/e
23.06.2025 09:45 - 23.06.2025 10:00;12657;12600;12600;n/e;n/e;n/e;180;155;n/e
23.06.2025 10:00 - 23.06.2025 10:15;13254;13224;13224;n/e;n/e;n/e;211;177;n/e
23.06.2025 10:15 - 23.06.2025 10:30;13951;13882;13882;n/e;n/e;n/e;219;209;n/e
23.06.2025 10:30 - 23.06.2025 10:45;14558;14426;14426;n/e;n/e;n/e;239;228;n/e
23.06.2025 10:45 - 23.06.2025 11:00;14971;14894;14894;n/e;n/e;n/e;268;266;n/e
23.06.2025 11:00 - 23.06.2025 11:15;15434;15432;15432;n/e;n/e;n/e;296;289;n/e
23.06.2025 11:15 - 23.06.2025 11:30;15861;15802;15802;n/e;n/e;n/e;320;331;n/e
23.06.2025 11:30 - 23.06.2025 11:45;16262;16182;16182;n/e;n/e;n/e;354;382;n/e
23.06.2025 11:45 - 23.06.2025 12:00;16587;16380;16380;n/e;n/e;n/e;371;426;n/e
23.06.2025 12:00 - 23.06.2025 12:15;16713;16565;16565;n/e;n/e;n/e;400;418;n/e
23.06.2025 12:15 - 23.06.2025 12:30;16903;16687;16687;n/e;n/e;n/e;441;446;n/e
23.06.2025 12:30 - 23.06.2025 12:45;16957;16816;16816;n/e;n/e;n/e;492;488;n/e
23.06.2025 12:45 - 23.06.2025 13:00;16970;16915;16915;n/e;n/e;n/e;552;533;n/e
23.06.2025 13:00 - 23.06.2025 13:15;16899;16891;16891;n/e;n/e;n/e;589;594;n/e
23.06.2025 13:15 - 23.06.2025 13:30;16727;16770;16770;n/e;n/e;n/e;623;646;n/e
23.06.2025 13:30 - 23.06.2025 13:45;16803;16633;16633;n/e;n/e;n/e;674;710;n/e
23.06.2025 13:45 - 23.06.2025 14:00;16753;16526;16526;n/e;n/e;n/e;717;764;n/e
23.06.2025 14:00 - 23.06.2025 14:15;16686;16487;16487;n/e;n/e;n/e;772;811;n/e
23.06.2025 14:15 - 23.06.2025 14:30;16420;16300;16300;n/e;n/e;n/e;885;841;n/e
23.06.2025 14:30 - 23.06.2025 14:45;16227;15963;15963;n/e;n/e;n/e;946;899;n/e
23.06.2025 14:45 - 23.06.2025 15:00;15701;15546;15546;n/e;n/e;n/e;1016;958;n/e
23.06.2025 15:00 - 23.06.2025 15:15;15367;15200;15200;n/e;n/e;n/e;1065;1008;n/e
23.06.2025 15:15 - 23.06.2025 15:30;14986;14753;14753;n/e;n/e;n/e;1098;1047;n/e
23.06.2025 15:30 - 23.06.2025 15:45;14540;14293;14293;n/e;n/e;n/e;1117;1080;n/e
23.06.2025 15:45 - 23.06.2025 16:00;14057;13770;13770;n/e;n/e;n/e;1136;1122;n/e
23.06.2025 16:00 - 23.06.2025 16:15;13420;13164;13164;n/e;n/e;n/e;1181;1178;n/e
23.06.2025 16:15 - 23.06.2025 16:30;12824;12597;12597;n/e;n/e;n/e;1216;1233;n/e
23.06.2025 16:30 - 23.06.2025 16:45;12033;11960;11960;n/e;n/e;n/e;1241;1292;n/e
23.06.2025 16:45 - 23.06.2025 17:00;11294;11290;11290;n/e;n/e;n/e;1263;1346;n/e
23.06.2025 17:00 - 23.06.2025 17:15;10431;10537;10537;n/e;n/e;n/e;1298;1395;n/e
23.06.2025 17:15 - 23.06.2025 17:30;9590;9628;9628;n/e;n/e;n/e;1350;1442;n/e
23.06.2025 17:30 - 23.06.2025 17:45;8666;8694;8694;n/e;n/e;n/e;1374;1479;n/e
23.06.2025 17:45 - 23.06.2025 18:00;7690;7738;7738;n/e;n/e;n/e;1424;1497;n/e
23.06.2025 18:00 - 23.06.2025 18:15;6652;6725;6725;n/e;n/e;n/e;1436;1534;n/e
23.06.2025 18:15 - 23.06.2025 18:30;5563;5644;5644;n/e;n/e;n/e;1453;1558;n/e
23.06.2025 18:30 - 23.06.2025 18:45;4590;4609;4609;n/e;n/e;n/e;1458;1545;n/e
23.06.2025 18:45 - 23.06.2025 19:00;3617;3611;3611;n/e;n/e;n/e;1464;1531;n/e
23.06.2025 19:00 - 23.06.2025 19:15;2715;2683;2683;n/e;n/e;n/e;1445;1519;n/e
23.06.2025 19:15 - 23.06.2025 19:30;1916;1923;1923;n/e;n/e;n/e;1404;1450;n/e
23.06.2025 19:30 - 23.06.2025 19:45;1272;1270;1270;n/e;n/e;n/e;1326;1339;n/e
23.06.2025 19:45 - 23.06.2025 20:00;798;790;790;n/e;n/e;n/e;1240;1218;n/e
23.06.2025 20:00 - 23.06.2025 20:15;442;441;441;n/e;n/e;n/e;1168;1133;n/e
23.06.2025 20:15 - 23.06.2025 20:30;202;201;201;n/e;n/e;n/e;1127;1092;n/e
23.06.2025 20:30 - 23.06.2025 20:45;51;52;52;n/e;n/e;n/e;1107;1082;n/e
23.06.2025 20:45 - 23.06.2025 21:00;3;3;3;n/e;n/e;n/e;1118;1092;n/e
23.06.2025 21:00 - 23.06.2025 21:15;0;0;0;n/e;n/e;n/e;1093;1126;n/e
23.06.2025 21:15 - 23.06.2025 21:30;0;0;0;n/e;n/e;n/e;1089;1125;n/e
23.06.2025 21:30 - 23.06.2025 21:45;0;0;0;n/e;n/e;n/e;1100;1146;n/e
23.06.2025 21:45 - 23.06.2025 22:00;0;0;0;n/e;n/e;n/e;1121;1144;n/e
23.06.2025 22:00 - 23.06.2025 22:15;0;0;0;n/e;n/e;n/e;1144;1153;n/e
23.06.2025 22:15 - 23.06.2025 22:30;0;0;0;n/e;n/e;n/e;1149;1171;n/e
23.06.2025 22:30 - 23.06.2025 22:45;0;0;0;n/e;n/e;n/e;1165;1211;n/e
23.06.2025 22:45 - 23.06.2025 23:00;0;0;0;n/e;n/e;n/e;1182;1244;n/e
23.06.2025 23:00 - 23.06.2025 23:15;0;0;0;n/e;n/e;n/e;1194;1251;n/e
23.06.2025 23:15 - 23.06.2025 23:30;0;0;0;n/e;n/e;n/e;1228;1267;n/e
23.06.2025 23:30 - 23.06.2025 23:45;0;0;0;n/e;n/e;n/e;1258;1294;n/e
23.06.2025 23:45 - 24.06.2025 00:00;0;0;0;n/e;n/e;n/e;1278;1326;n/e
24.06.2025 00:00 - 24.06.2025 00:15;0;0;0;n/e;n/e;n/e;1251;1251;n/e
24.06.2025 00:15 - 24.06.2025 00:30;0;0;0;n/e;n/e;n/e;1274;1274;n/e
24.06.2025 00:30 - 24.06.2025 00:45;0;0;0;n/e;n/e;n/e;1308;1308;n/e
24.06.2025 00:45 - 24.06.2025 01:00;0;0;0;n/e;n/e;n/e;1362;1362;n/e
24.06.2025 01:00 - 24.06.2025 01:15;0;0;0;n/e;n/e;n/e;1397;1397;n/e
24.06.2025 01:15 - 24.06.2025 01:30;0;0;0;n/e;n/e;n/e;1415;1415;n/e
24.06.2025 01:30 - 24.06.2025 01:45;0;0;0;n/e;n/e;n/e;1464;1464;n/e
24.06.2025 01:45 - 24.06.2025 02:00;0;0;0;n/e;n/e;n/e;1498;1498;n/e
24.06.2025 02:00 - 24.06.2025 02:15;0;0;0;n/e;n/e;n/e;1546;1546;n/e
24.06.2025 02:15 - 24.06.2025 02:30;0;0;0;n/e;n/e;n/e;1573;1573;n/e
24.06.2025 02:30 - 24.06.2025 02:45;0;0;0;n/e;n/e;n/e;1600;1600;n/e
24.06.2025 02:45 - 24.06.2025 03:00;0;0;0;n/e;n/e;n/e;1608;1608;n/e
24.06.2025 03:00 - 24.06.2025 03:15;0;0;0;n/e;n/e;n/e;1622;1622;n/e
24.06.2025 03:15 - 24.06.2025 03:30;0;0;0;n/e;n/e;n/e;1645;1645;n/e
24.06.2025 03:30 - 24.06.2025 03:45;0;0;0;n/e;n/e;n/e;1638;1638;n/e
24.06.2025 03:45 - 24.06.2025 04:00;0;0;0;n/e;n/e;n/e;1633;1633;n/e
24.06.2025 04:00 - 24.06.2025 04:15;0;0;0;n/e;n/e;n/e;1646;1676;n/e
24.06.2025 04:15 - 24.06.2025 04:30;0;0;0;n/e;n/e;n/e;1654;1683;n/e
24.06.2025 04:30 - 24.06.2025 04:45;0;0;0;n/e;n/e;n/e;1670;1683;n/e
24.06.2025 04:45 - 24.06.2025 05:00;0;0;0;n/e;n/e;n/e;1676;1694;n/e
24.06.2025 05:00 - 24.06.2025 05:15;0;0;0;n/e;n/e;n/e;1652;1673;n/e
24.06.2025 05:15 - 24.06.2025 05:30;0;0;0;n/e;n/e;n/e;1647;1662;n/e
24.06.2025 05:30 - 24.06.2025 05:45;9;10;10;n/e;n/e;n/e;1633;1647;n/e
24.06.2025 05:45 - 24.06.2025 06:00;75;75;75;n/e;n/e;n/e;1622;1622;n/e
24.06.2025 06:00 - 24.06.2025 06:15;264;262;262;n/e;n/e;n/e;1600;1605;n/e
24.06.2025 06:15 - 24.06.2025 06:30;581;584;584;n/e;n/e;n/e;1597;1589;n/e
24.06.2025 06:30 - 24.06.2025 06:45;959;967;967;n/e;n/e;n/e;1539;1548;n/e
24.06.2025 06:45 - 24.06.2025 07:00;1487;1495;1495;n/e;n/e;n/e;1506;1487;n/e
24.06.2025 07:00 - 24.06.2025 07:15;2172;2200;2200;n/e;n/e;n/e;1446;1421;n/e
24.06.2025 07:15 - 24.06.2025 07:30;3006;3031;3031;n/e;n/e;n/e;1395;1366;n/e
24.06.2025 07:30 - 24.06.2025 07:45;3932;4000;4000;n/e;n/e;n/e;1329;1294;n/e
24.06.2025 07:45 - 24.06.2025 08:00;4988;5070;5070;n/e;n/e;n/e;1244;1225;n/e
24.06.2025 08:00 - 24.06.2025 08:15;6196;6183;6183;n/e;n/e;n/e;1163;1189;n/e
24.06.2025 08:15 - 24.06.2025 08:30;7289;7284;7284;n/e;n/e;n/e;1102;1085;n/e
24.06.2025 08:30 - 24.06.2025 08:45;8283;8279;8279;n/e;n/e;n/e;1022;1009;n/e
24.06.2025 08:45 - 24.06.2025 09:00;9301;9280;9280;n/e;n/e;n/e;990;988;n/e
24.06.2025 09:00 - 24.06.2025 09:15;10253;10236;10236;n/e;n/e;n/e;942;966;n/e
24.06.2025 09:15 - 24.06.2025 09:30;11189;11176;11176;n/e;n/e;n/e;899;939;n/e
24.06.2025 09:30 - 24.06.2025 09:45;11976;11955;11955;n/e;n/e;n/e;877;913;n/e
24.06.2025 09:45 - 24.06.2025 10:00;12753;12671;12671;n/e;n/e;n/e;841;903;n/e
24.06.2025 10:00 - 24.06.2025 10:15;13461;13368;13368;n/e;n/e;n/e;823;870;n/e
24.06.2025 10:15 - 24.06.2025 10:30;14063;14001;14001;n/e;n/e;n/e;812;866;n/e
24.06.2025 10:30 - 24.06.2025 10:45;14655;14583;14583;n/e;n/e;n/e;822;870;n/e
24.06.2025 10:45 - 24.06.2025 11:00;15099;15073;15073;n/e;n/e;n/e;817;868;n/e
24.06.2025 11:00 - 24.06.2025 11:15;15508;15460;15460;n/e;n/e;n/e;849;878;n/e
24.06.2025 11:15 - 24.06.2025 11:30;15926;15790;15790;n/e;n/e;n/e;884;912;n/e
24.06.2025 11:30 - 24.06.2025 11:45;16363;16157;16157;n/e;n/e;n/e;911;980;n/e
24.06.2025 11:45 - 24.06.2025 12:00;16659;16519;16519;n/e;n/e;n/e;938;1018;n/e
24.06.2025 12:00 - 24.06.2025 12:15;16872;16762;16762;n/e;n/e;n/e;983;1176;n/e
24.06.2025 12:15 - 24.06.2025 12:30;17109;17006;17006;n/e;n/e;n/e;1047;1229;n/e
24.06.2025 12:30 - 24.06.2025 12:45;17150;16934;16934;n/e;n/e;n/e;1091;1261;n/e
24.06.2025 12:45 - 24.06.2025 13:00;17252;17098;17098;n/e;n/e;n/e;1146;1316;n/e
24.06.2025 13:00 - 24.06.2025 13:15;17227;17038;17038;n/e;n/e;n/e;1218;1390;n/e
24.06.2025 13:15 - 24.06.2025 13:30;17181;17006;17006;n/e;n/e;n/e;1296;1475;n/e
24.06.2025 13:30 - 24.06.2025 13:45;17146;16966;16966;n/e;n/e;n/e;1412;1580;n/e
24.06.2025 13:45 - 24.06.2025 14:00;17054;16926;16926;n/e;n/e;n/e;1498;1684;n/e
24.06.2025 14:00 - 24.06.2025 14:15;16928;16684;16684;n/e;n/e;n/e;1594;1751;n/e
24.06.2025 14:15 - 24.06.2025 14:30;16721;16607;16607;n/e;n/e;n/e;1687;1862;n/e
24.06.2025 14:30 - 24.06.2025 14:45;16556;16301;16301;n/e;n/e;n/e;1807;1963;n/e
24.06.2025 14:45 - 24.06.2025 15:00;16326;15998;15998;n/e;n/e;n/e;1918;2073;n/e
24.06.2025 15:00 - 24.06.2025 15:15;15922;15705;15705;n/e;n/e;n/e;1992;2158;n/e
24.06.2025 15:15 - 24.06.2025 15:30;15553;15286;15286;n/e;n/e;n/e;2079;2262;n/e
24.06.2025 15:30 - 24.06.2025 15:45;15123;14977;14977;n/e;n/e;n/e;2175;2365;n/e
24.06.2025 15:45 - 24.06.2025 16:00;14601;14390;14390;n/e;n/e;n/e;2307;2471;n/e
24.06.2025 16:00 - 24.06.2025 16:15;14073;13905;13905;n/e;n/e;n/e;2422;2542;n/e
24.06.2025 16:15 - 24.06.2025 16:30;13481;13371;13371;n/e;n/e;n/e;2453;2601;n/e
24.06.2025 16:30 - 24.06.2025 16:45;12722;12606;12606;n/e;n/e;n/e;2465;2620;n/e
24.06.2025 16:45 - 24.06.2025 17:00;12085;11931;11931;n/e;n/e;n/e;2482;2661;n/e
24.06.2025 17:00 - 24.06.2025 17:15;11317;11126;11126;n/e;n/e;n/e;2494;2675;n/e
24.06.2025 17:15 - 24.06.2025 17:30;10412;10284;10284;n/e;n/e;n/e;2494;2660;n/e
24.06.2025 17:30 - 24.06.2025 17:45;9404;9260;9260;n/e;n/e;n/e;2499;2632;n/e
24.06.2025 17:45 - 24.06.2025 18:00;8397;8321;8321;n/e;n/e;n/e;2493;2644;n/e
24.06.2025 18:00 - 24.06.2025 18:15;7319;7197;7197;n/e;n/e;n/e;2473;2626;n/e
24.06.2025 18:15 - 24.06.2025 18:30;6124;6051;6051;n/e;n/e;n/e;2380;2571;n/e
24.06.2025 18:30 - 24.06.2025 18:45;4941;4893;4893;n/e;n/e;n/e;2283;2462;n/e
24.06.2025 18:45 - 24.06.2025 19:00;3881;3820;3820;n/e;n/e;n/e;2145;2326;n/e
24.06.2025 19:00 - 24.06.2025 19:15;2697;2737;2737;n/e;n/e;n/e;2049;2176;n/e
24.06.2025 19:15 - 24.06.2025 19:30;1877;1908;1908;n/e;n/e;n/e;1923;2043;n/e
24.06.2025 19:30 - 24.06.2025 19:45;1222;1232;1232;n/e;n/e;n/e;1768;1872;n/e
24.06.2025 19:45 - 24.06.2025 20:00;751;750;750;n/e;n/e;n/e;1579;1675;n/e
24.06.2025 20:00 - 24.06.2025 20:15;408;416;416;n/e;n/e;n/e;1403;1500;n/e
24.06.2025 20:15 - 24.06.2025 20:30;193;195;195;n/e;n/e;n/e;1277;1339;n/e
24.06.2025 20:30 - 24.06.2025 20:45;49;48;48;n/e;n/e;n/e;1168;1264;n/e
24.06.2025 20:45 - 24.06.2025 21:00;5;6;6;n/e;n/e;n/e;1080;1142;n/e
24.06.2025 21:00 - 24.06.2025 21:15;0;1;1;n/e;n/e;n/e;1013;1084;n/e
24.06.2025 21:15 - 24.06.2025 21:30;0;0;0;n/e;n/e;n/e;955;1031;n/e
24.06.2025 21:30 - 24.06.2025 21:45;0;0;0;n/e;n/e;n/e;960;1050;n/e
24.06.2025 21:45 - 24.06.2025 22:00;0;0;0;n/e;n/e;n/e;1006;1096;n/e
24.06.2025 22:00 - 24.06.2025 22:15;0;0;0;n/e;n/e;n/e;1027;1125;n/e
24.06.2025 22:15 - 24.06.2025 22:30;0;0;0;n/e;n/e;n/e;1042;1156;n/e
24.06.2025 22:30 - 24.06.2025 22:45;0;0;0;n/e;n/e;n/e;1073;1197;n/e
24.06.2025 22:45 - 24.06.2025 23:00;0;0;0;n/e;n/e;n/e;1101;1215;n/e
24.06.2025 23:00 - 24.06.2025 23:15;0;0;0;n/e;n/e;n/e;1139;1241;n/e
24.06.2025 23:15 - 24.06.2025 23:30;0;0;0;n/e;n/e;n/e;1151;1277;n/e
24.06.2025 23:30 - 24.06.2025 23:45;0;0;0;n/e;n/e;n/e;1161;1278;n/e
24.06.2025 23:45 - 25.06.2025 00:00;0;0;0;n/e;n/e;n/e;1167;1281;n/e
25.06.2025 00:00 - 25.06.2025 00:15;0;0;0;n/e;n/e;n/e;1317;1317;n/e
25.06.2025 00:15 - 25.06.2025 00:30;0;0;0;n/e;n/e;n/e;1330;1330;n/e
25.06.2025 00:30 - 25.06.2025 00:45;0;0;0;n/e;n/e;n/e;1345;1345;n/e
25.06.2025 00:45 - 25.06.2025 01:00;0;0;0;n/e;n/e;n/e;1353;1353;n/e
25.06.2025 01:00 - 25.06.2025 01:15;0;0;0;n/e;n/e;n/e;1346;1346;n/e
25.06.2025 01:15 - 25.06.2025 01:30;0;0;0;n/e;n/e;n/e;1334;1334;n/e
25.06.2025 01:30 - 25.06.2025 01:45;0;0;0;n/e;n/e;n/e;1326;1326;n/e
25.06.2025 01:45 - 25.06.2025 02:00;0;0;0;n/e;n/e;n/e;1318;1318;n/e
25.06.2025 02:00 - 25.06.2025 02:15;0;0;0;n/e;n/e;n/e;1292;1292;n/e
25.06.2025 02:15 - 25.06.2025 02:30;0;0;0;n/e;n/e;n/e;1296;1296;n/e
25.06.2025 02:30 - 25.06.2025 02:45;0;0;0;n/e;n/e;n/e;1298;1298;n/e
25.06.2025 02:45 - 25.06.2025 03:00;0;0;0;n/e;n/e;n/e;1289;1289;n/e
25.06.2025 03:00 - 25.06.2025 03:15;0;0;0;n/e;n/e;n/e;1302;1302;n/e
25.06.2025 03:15 - 25.06.2025 03:30;0;0;0;n/e;n/e;n/e;1295;1295;n/e
25.06.2025 03:30 - 25.06.2025 03:45;0;0;0;n/e;n/e;n/e;1289;1289;n/e
25.06.2025 03:45 - 25.06.2025 04:00;0;0;0;n/e;n/e;n/e;1288;1288;n/e
25.06.2025 04:00 - 25.06.2025 04:15;0;0;0;n/e;n/e;n/e;1289;1250;n/e
25.06.2025 04:15 - 25.06.2025 04:30;0;0;0;n/e;n/e;n/e;1290;1257;n/e
25.06.2025 04:30 - 25.06.2025 04:45;0;0;0;n/e;n/e;n/e;1271;1277;n/e
25.06.2025 04:45 - 25.06.2025 05:00;0;0;0;n/e;n/e;n/e;1271;1268;n/e
25.06.2025 05:00 - 25.06.2025 05:15;0;0;0;n/e;n/e;n/e;1255;1249;n/e
25.06.2025 05:15 - 25.06.2025 05:30;0;0;0;n/e;n/e;n/e;1223;1233;n/e
25.06.2025 05:30 - 25.06.2025 05:45;9;9;9;n/e;n/e;n/e;1179;1215;n/e
25.06.2025 05:45 - 25.06.2025 06:00;78;77;77;n/e;n/e;n/e;1131;1161;n/e
25.06.2025 06:00 - 25.06.2025 06:15;267;266;266;n/e;n/e;n/e;1054;1104;n/e
25.06.2025 06:15 - 25.06.2025 06:30;585;581;581;n/e;n/e;n/e;959;1009;n/e
25.06.2025 06:30 - 25.06.2025 06:45;956;956;956;n/e;n/e;n/e;837;910;n/e
25.06.2025 06:45 - 25.06.2025 07:00;1507;1478;1478;n/e;n/e;n/e;752;800;n/e
25.06.2025 07:00 - 25.06.2025 07:15;2167;2176;2176;n/e;n/e;n/e;652;691;n/e
25.06.2025 07:15 - 25.06.2025 07:30;2964;2951;2951;n/e;n/e;n/e;544;572;n/e
25.06.2025 07:30 - 25.06.2025 07:45;3966;3930;3930;n/e;n/e;n/e;448;485;n/e
25.06.2025 07:45 - 25.06.2025 08:00;4990;4962;4962;n/e;n/e;n/e;366;389;n/e
25.06.2025 08:00 - 25.06.2025 08:15;6197;6081;6081;n/e;n/e;n/e;298;313;n/e
25.06.2025 08:15 - 25.06.2025 08:30;7232;7108;7108;n/e;n/e;n/e;279;290;n/e
25.06.2025 08:30 - 25.06.2025 08:45;8294;8136;8136;n/e;n/e;n/e;260;257;n/e
25.06.2025 08:45 - 25.06.2025 09:00;9290;9207;9207;n/e;n/e;n/e;250;248;n/e
25.06.2025 09:00 - 25.06.2025 09:15;10218;10107;10107;n/e;n/e;n/e;246;240;n/e
25.06.2025 09:15 - 25.06.2025 09:30;11135;10996;10996;n/e;n/e;n/e;220;227;n/e
25.06.2025 09:30 - 25.06.2025 09:45;11963;11799;11799;n/e;n/e;n/e;207;207;n/e
25.06.2025 09:45 - 25.06.2025 10:00;12662;12540;12540;n/e;n/e;n/e;213;203;n/e
25.06.2025 10:00 - 25.06.2025 10:15;13355;13147;13147;n/e;n/e;n/e;210;208;n/e
25.06.2025 10:15 - 25.06.2025 10:30;13980;13742;13742;n/e;n/e;n/e;225;195;n/e
25.06.2025 10:30 - 25.06.2025 10:45;14487;14315;14315;n/e;n/e;n/e;226;218;n/e
25.06.2025 10:45 - 25.06.2025 11:00;14962;14682;14682;n/e;n/e;n/e;237;220;n/e
25.06.2025 11:00 - 25.06.2025 11:15;15376;15167;15167;n/e;n/e;n/e;249;235;n/e
