MTU (CET/CEST);Generation - Solar [MW] Day Ahead/ Italy (IT);Generation - Solar [MW] Intraday / Italy (IT);Generation - Solar [MW] Current / Italy (IT);Generation - Wind Offshore [MW] Day Ahead/ Italy (IT);Generation - Wind Offshore [MW] Intraday / Italy (IT);Generation - Wind Offshore [MW] Current / Italy (IT);Generation - Wind Onshore [MW] Day Ahead/ Italy (IT);Generation - Wind Onshore [MW] Intraday / Italy (IT);Generation - Wind Onshore [MW] Current / Italy (IT)
09.03.2025 00:30 - 09.03.2025 00:45;0;0;0;n/e;n/e;n/e;1230;1230;n/e
09.03.2025 00:45 - 09.03.2025 01:00;0;0;0;n/e;n/e;n/e;1191;1191;n/e
09.03.2025 01:00 - 09.03.2025 01:15;0;0;0;n/e;n/e;n/e;1178;1178;n/e
09.03.2025 01:15 - 09.03.2025 01:30;0;0;0;n/e;n/e;n/e;1215;1215;n/e
09.03.2025 01:30 - 09.03.2025 01:45;0;0;0;n/e;n/e;n/e;1241;1241;n/e
09.03.2025 01:45 - 09.03.2025 02:00;0;0;0;n/e;n/e;n/e;1289;1289;n/e
09.03.2025 02:00 - 09.03.2025 02:15;0;0;0;n/e;n/e;n/e;1247;1247;n/e
09.03.2025 02:15 - 09.03.2025 02:30;0;0;0;n/e;n/e;n/e;1226;1226;n/e
09.03.2025 02:30 - 09.03.2025 02:45;0;0;0;n/e;n/e;n/e;1259;1259;n/e
09.03.2025 02:45 - 09.03.2025 03:00;0;0;0;n/e;n/e;n/e;1261;1261;n/e
09.03.2025 03:00 - 09.03.2025 03:15;0;0;0;n/e;n/e;n/e;1221;1221;n/e
09.03.2025 03:15 - 09.03.2025 03:30;0;0;0;n/e;n/e;n/e;1207;1207;n/e
09.03.2025 03:30 - 09.03.2025 03:45;0;0;0;n/e;n/e;n/e;1157;1157;n/e
09.03.2025 03:45 - 09.03.2025 04:00;0;0;0;n/e;n/e;n/e;1190;1190;n/e
09.03.2025 04:00 - 09.03.2025 04:15;0;0;0;n/e;n/e;n/e;1195;1382;n/e
09.03.2025 04:15 - 09.03.2025 04:30;0;0;0;n/e;n/e;n/e;1214;1400;n/e
09.03.2025 04:30 - 09.03.2025 04:45;0;0;0;n/e;n/e;n/e;1214;1440;n/e
09.03.2025 04:45 - 09.03.2025 05:00;0;0;0;n/e;n/e;n/e;1218;1510;n/e
09.03.2025 05:00 - 09.03.2025 05:15;0;0;0;n/e;n/e;n/e;1240;1485;n/e
09.03.2025 05:15 - 09.03.2025 05:30;0;0;0;n/e;n/e;n/e;1270;1508;n/e
09.03.2025 05:30 - 09.03.2025 05:45;0;0;0;n/e;n/e;n/e;1339;1441;n/e
09.03.2025 05:45 - 09.03.2025 06:00;0;0;0;n/e;n/e;n/e;1314;1448;n/e
09.03.2025 06:00 - 09.03.2025 06:15;0;0;0;n/e;n/e;n/e;1296;1453;n/e
09.03.2025 06:15 - 09.03.2025 06:30;0;0;0;n/e;n/e;n/e;1295;1457;n/e
09.03.2025 06:30 - 09.03.2025 06:45;42;37;37;n/e;n/e;n/e;1353;1372;n/e
09.03.2025 06:45 - 09.03.2025 07:00;289;298;298;n/e;n/e;n/e;1357;1271;n/e
09.03.2025 07:00 - 09.03.2025 07:15;753;690;690;n/e;n/e;n/e;1320;1389;n/e
09.03.2025 07:15 - 09.03.2025 07:30;1477;1461;1461;n/e;n/e;n/e;1352;1345;n/e
09.03.2025 07:30 - 09.03.2025 07:45;2259;2229;2229;n/e;n/e;n/e;1320;1478;n/e
09.03.2025 07:45 - 09.03.2025 08:00;3040;3043;3043;n/e;n/e;n/e;1479;1654;n/e
09.03.2025 08:00 - 09.03.2025 08:15;4051;4042;4042;n/e;n/e;n/e;1584;1927;n/e
09.03.2025 08:15 - 09.03.2025 08:30;4917;4927;4927;n/e;n/e;n/e;1773;1739;n/e
09.03.2025 08:30 - 09.03.2025 08:45;5816;5674;5674;n/e;n/e;n/e;1758;1779;n/e
09.03.2025 08:45 - 09.03.2025 09:00;6547;6430;6430;n/e;n/e;n/e;1537;1836;n/e
09.03.2025 09:00 - 09.03.2025 09:15;7187;7029;7029;n/e;n/e;n/e;1711;1874;n/e
09.03.2025 09:15 - 09.03.2025 09:30;7826;7757;7757;n/e;n/e;n/e;1532;1864;n/e
09.03.2025 09:30 - 09.03.2025 09:45;8286;8178;8178;n/e;n/e;n/e;1585;1932;n/e
09.03.2025 09:45 - 09.03.2025 10:00;8775;8817;8817;n/e;n/e;n/e;1860;2054;n/e
09.03.2025 10:00 - 09.03.2025 10:15;9111;9163;9163;n/e;n/e;n/e;2029;1960;n/e
09.03.2025 10:15 - 09.03.2025 10:30;9544;9527;9527;n/e;n/e;n/e;1988;1947;n/e
09.03.2025 10:30 - 09.03.2025 10:45;9778;9672;9672;n/e;n/e;n/e;1954;2173;n/e
09.03.2025 10:45 - 09.03.2025 11:00;10096;9777;9777;n/e;n/e;n/e;1987;2229;n/e
09.03.2025 11:00 - 09.03.2025 11:15;10156;9930;9930;n/e;n/e;n/e;2081;2441;n/e
09.03.2025 11:15 - 09.03.2025 11:30;10173;9875;9875;n/e;n/e;n/e;2339;2598;n/e
09.03.2025 11:30 - 09.03.2025 11:45;10239;9941;9941;n/e;n/e;n/e;2471;2715;n/e
09.03.2025 11:45 - 09.03.2025 12:00;10461;10186;10186;n/e;n/e;n/e;2541;2791;n/e
09.03.2025 12:00 - 09.03.2025 12:15;10468;10230;10230;n/e;n/e;n/e;2573;2653;n/e
09.03.2025 12:15 - 09.03.2025 12:30;10381;10213;10213;n/e;n/e;n/e;2413;2618;n/e
09.03.2025 12:30 - 09.03.2025 12:45;10175;10216;10216;n/e;n/e;n/e;2488;2718;n/e
09.03.2025 12:45 - 09.03.2025 13:00;10063;10278;10278;n/e;n/e;n/e;2518;2724;n/e
09.03.2025 13:00 - 09.03.2025 13:15;9891;10154;10154;n/e;n/e;n/e;2529;2876;n/e
09.03.2025 13:15 - 09.03.2025 13:30;9629;9903;9903;n/e;n/e;n/e;2594;3009;n/e
09.03.2025 13:30 - 09.03.2025 13:45;9438;9729;9729;n/e;n/e;n/e;2734;3113;n/e
09.03.2025 13:45 - 09.03.2025 14:00;9036;9360;9360;n/e;n/e;n/e;2888;3190;n/e
09.03.2025 14:00 - 09.03.2025 14:15;8721;9061;9061;n/e;n/e;n/e;2988;3299;n/e
09.03.2025 14:15 - 09.03.2025 14:30;8370;8515;8515;n/e;n/e;n/e;3013;3324;n/e
09.03.2025 14:30 - 09.03.2025 14:45;8071;8054;8054;n/e;n/e;n/e;3210;3316;n/e
09.03.2025 14:45 - 09.03.2025 15:00;7631;7579;7579;n/e;n/e;n/e;3313;3442;n/e
09.03.2025 15:00 - 09.03.2025 15:15;7289;6999;6999;n/e;n/e;n/e;3518;3600;n/e
09.03.2025 15:15 - 09.03.2025 15:30;6683;6421;6421;n/e;n/e;n/e;3848;3822;n/e
09.03.2025 15:30 - 09.03.2025 15:45;5957;5748;5748;n/e;n/e;n/e;3886;3798;n/e
09.03.2025 15:45 - 09.03.2025 16:00;5440;5115;5115;n/e;n/e;n/e;3827;3679;n/e
09.03.2025 16:00 - 09.03.2025 16:15;4759;4496;4496;n/e;n/e;n/e;3802;3780;n/e
09.03.2025 16:15 - 09.03.2025 16:30;4138;3724;3724;n/e;n/e;n/e;3411;3533;n/e
09.03.2025 16:30 - 09.03.2025 16:45;3335;2983;2983;n/e;n/e;n/e;3091;3400;n/e
09.03.2025 16:45 - 09.03.2025 17:00;2223;2146;2146;n/e;n/e;n/e;3268;3338;n/e
09.03.2025 17:00 - 09.03.2025 17:15;1620;1482;1482;n/e;n/e;n/e;3317;3353;n/e
09.03.2025 17:15 - 09.03.2025 17:30;1024;970;970;n/e;n/e;n/e;3086;3027;n/e
09.03.2025 17:30 - 09.03.2025 17:45;471;452;452;n/e;n/e;n/e;2698;2692;n/e
09.03.2025 17:45 - 09.03.2025 18:00;137;138;138;n/e;n/e;n/e;2561;2716;n/e
09.03.2025 18:00 - 09.03.2025 18:15;19;18;18;n/e;n/e;n/e;2622;2704;n/e
09.03.2025 18:15 - 09.03.2025 18:30;0;0;0;n/e;n/e;n/e;2582;2754;n/e
09.03.2025 18:30 - 09.03.2025 18:45;0;0;0;n/e;n/e;n/e;2582;2796;n/e
09.03.2025 18:45 - 09.03.2025 19:00;0;0;0;n/e;n/e;n/e;2607;2723;n/e
09.03.2025 19:00 - 09.03.2025 19:15;0;0;0;n/e;n/e;n/e;2580;2728;n/e
09.03.2025 19:15 - 09.03.2025 19:30;0;0;0;n/e;n/e;n/e;2743;3046;n/e
09.03.2025 19:30 - 09.03.2025 19:45;0;0;0;n/e;n/e;n/e;2872;3137;n/e
09.03.2025 19:45 - 09.03.2025 20:00;0;0;0;n/e;n/e;n/e;3081;3329;n/e
09.03.2025 20:00 - 09.03.2025 20:15;0;0;0;n/e;n/e;n/e;3230;3428;n/e
09.03.2025 20:15 - 09.03.2025 20:30;0;0;0;n/e;n/e;n/e;3203;3300;n/e
09.03.2025 20:30 - 09.03.2025 20:45;0;0;0;n/e;n/e;n/e;3281;3296;n/e
09.03.2025 20:45 - 09.03.2025 21:00;0;0;0;n/e;n/e;n/e;3276;3260;n/e
09.03.2025 21:00 - 09.03.2025 21:15;0;0;0;n/e;n/e;n/e;3293;3346;n/e
09.03.2025 21:15 - 09.03.2025 21:30;0;0;0;n/e;n/e;n/e;3313;3422;n/e
09.03.2025 21:30 - 09.03.2025 21:45;0;0;0;n/e;n/e;n/e;3312;3374;n/e
09.03.2025 21:45 - 09.03.2025 22:00;0;0;0;n/e;n/e;n/e;3325;3250;n/e
09.03.2025 22:00 - 09.03.2025 22:15;0;0;0;n/e;n/e;n/e;3349;3175;n/e
09.03.2025 22:15 - 09.03.2025 22:30;0;0;0;n/e;n/e;n/e;3406;3067;n/e
09.03.2025 22:30 - 09.03.2025 22:45;0;0;0;n/e;n/e;n/e;3449;3127;n/e
09.03.2025 22:45 - 09.03.2025 23:00;0;0;0;n/e;n/e;n/e;3508;3171;n/e
09.03.2025 23:00 - 09.03.2025 23:15;0;0;0;n/e;n/e;n/e;3499;3185;n/e
09.03.2025 23:15 - 09.03.2025 23:30;0;0;0;n/e;n/e;n/e;3462;3234;n/e
09.03.2025 23:30 - 09.03.2025 23:45;0;0;0;n/e;n/e;n/e;3357;3217;n/e
09.03.2025 23:45 - 10.03.2025 00:00;0;0;0;n/e;n/e;n/e;3352;3206;n/e
10.03.2025 00:00 - 10.03.2025 00:15;0;N/A;0;n/e;n/e;n/e;3282;N/A;n/e
10.03.2025 00:15 - 10.03.2025 00:30;0;N/A;0;n/e;n/e;n/e;3341;N/A;n/e
10.03.2025 00:30 - 10.03.2025 00:45;0;N/A;0;n/e;n/e;n/e;3292;N/A;n/e
10.03.2025 00:45 - 10.03.2025 01:00;0;N/A;0;n/e;n/e;n/e;3291;N/A;n/e
10.03.2025 01:00 - 10.03.2025 01:15;0;N/A;0;n/e;n/e;n/e;3353;N/A;n/e
10.03.2025 01:15 - 10.03.2025 01:30;0;N/A;0;n/e;n/e;n/e;3421;N/A;n/e
10.03.2025 01:30 - 10.03.2025 01:45;0;N/A;0;n/e;n/e;n/e;3456;N/A;n/e
10.03.2025 01:45 - 10.03.2025 02:00;0;N/A;0;n/e;n/e;n/e;3499;N/A;n/e
10.03.2025 02:00 - 10.03.2025 02:15;0;N/A;0;n/e;n/e;n/e;3526;N/A;n/e
10.03.2025 02:15 - 10.03.2025 02:30;0;N/A;0;n/e;n/e;n/e;3469;N/A;n/e
10.03.2025 02:30 - 10.03.2025 02:45;0;N/A;0;n/e;n/e;n/e;3380;N/A;n/e
10.03.2025 02:45 - 10.03.2025 03:00;0;N/A;0;n/e;n/e;n/e;3253;N/A;n/e
10.03.2025 03:00 - 10.03.2025 03:15;0;N/A;0;n/e;n/e;n/e;3319;N/A;n/e
10.03.2025 03:15 - 10.03.2025 03:30;0;N/A;0;n/e;n/e;n/e;3276;N/A;n/e
10.03.2025 03:30 - 10.03.2025 03:45;0;N/A;0;n/e;n/e;n/e;3391;N/A;n/e
10.03.2025 03:45 - 10.03.2025 04:00;0;N/A;0;n/e;n/e;n/e;3415;N/A;n/e
10.03.2025 04:00 - 10.03.2025 04:15;0;N/A;0;n/e;n/e;n/e;3440;N/A;n/e
10.03.2025 04:15 - 10.03.2025 04:30;0;N/A;0;n/e;n/e;n/e;3379;N/A;n/e
10.03.2025 04:30 - 10.03.2025 04:45;0;N/A;0;n/e;n/e;n/e;3343;N/A;n/e
10.03.2025 04:45 - 10.03.2025 05:00;0;N/A;0;n/e;n/e;n/e;3309;N/A;n/e
10.03.2025 05:00 - 10.03.2025 05:15;0;N/A;0;n/e;n/e;n/e;3307;N/A;n/e
10.03.2025 05:15 - 10.03.2025 05:30;0;N/A;0;n/e;n/e;n/e;3383;N/A;n/e
10.03.2025 05:30 - 10.03.2025 05:45;0;N/A;0;n/e;n/e;n/e;3442;N/A;n/e
10.03.2025 05:45 - 10.03.2025 06:00;0;N/A;0;n/e;n/e;n/e;3409;N/A;n/e
10.03.2025 06:00 - 10.03.2025 06:15;0;N/A;0;n/e;n/e;n/e;3455;N/A;n/e
10.03.2025 06:15 - 10.03.2025 06:30;1;N/A;1;n/e;n/e;n/e;3300;N/A;n/e
10.03.2025 06:30 - 10.03.2025 06:45;23;N/A;23;n/e;n/e;n/e;3308;N/A;n/e
10.03.2025 06:45 - 10.03.2025 07:00;204;N/A;204;n/e;n/e;n/e;3251;N/A;n/e
10.03.2025 07:00 - 10.03.2025 07:15;497;N/A;497;n/e;n/e;n/e;3222;N/A;n/e
10.03.2025 07:15 - 10.03.2025 07:30;917;N/A;917;n/e;n/e;n/e;3262;N/A;n/e
10.03.2025 07:30 - 10.03.2025 07:45;1466;N/A;1466;n/e;n/e;n/e;3086;N/A;n/e
10.03.2025 07:45 - 10.03.2025 08:00;2077;N/A;2077;n/e;n/e;n/e;3131;N/A;n/e
10.03.2025 08:00 - 10.03.2025 08:15;2865;N/A;2865;n/e;n/e;n/e;3337;N/A;n/e
10.03.2025 08:15 - 10.03.2025 08:30;3460;N/A;3460;n/e;n/e;n/e;3501;N/A;n/e
10.03.2025 08:30 - 10.03.2025 08:45;4067;N/A;4067;n/e;n/e;n/e;3586;N/A;n/e
10.03.2025 08:45 - 10.03.2025 09:00;4556;N/A;4556;n/e;n/e;n/e;3657;N/A;n/e
10.03.2025 09:00 - 10.03.2025 09:15;5295;N/A;5295;n/e;n/e;n/e;3725;N/A;n/e
10.03.2025 09:15 - 10.03.2025 09:30;5765;N/A;5765;n/e;n/e;n/e;3606;N/A;n/e
10.03.2025 09:30 - 10.03.2025 09:45;6363;N/A;6363;n/e;n/e;n/e;3616;N/A;n/e
10.03.2025 09:45 - 10.03.2025 10:00;6697;N/A;6697;n/e;n/e;n/e;3622;N/A;n/e
10.03.2025 10:00 - 10.03.2025 10:15;7242;N/A;7242;n/e;n/e;n/e;3877;N/A;n/e
10.03.2025 10:15 - 10.03.2025 10:30;7584;N/A;7584;n/e;n/e;n/e;3969;N/A;n/e
10.03.2025 10:30 - 10.03.2025 10:45;8033;N/A;8033;n/e;n/e;n/e;4410;N/A;n/e
10.03.2025 10:45 - 10.03.2025 11:00;8320;N/A;8320;n/e;n/e;n/e;4497;N/A;n/e
10.03.2025 11:00 - 10.03.2025 11:15;8502;N/A;8502;n/e;n/e;n/e;4457;N/A;n/e
10.03.2025 11:15 - 10.03.2025 11:30;8817;N/A;8817;n/e;n/e;n/e;4464;N/A;n/e
10.03.2025 11:30 - 10.03.2025 11:45;8987;N/A;8987;n/e;n/e;n/e;4654;N/A;n/e
10.03.2025 11:45 - 10.03.2025 12:00;9152;N/A;9152;n/e;n/e;n/e;4647;N/A;n/e
10.03.2025 12:00 - 10.03.2025 12:15;9163;N/A;9163;n/e;n/e;n/e;4618;N/A;n/e
10.03.2025 12:15 - 10.03.2025 12:30;9236;N/A;9236;n/e;n/e;n/e;4690;N/A;n/e
10.03.2025 12:30 - 10.03.2025 12:45;9362;N/A;9362;n/e;n/e;n/e;4762;N/A;n/e
10.03.2025 12:45 - 10.03.2025 13:00;9486;N/A;9486;n/e;n/e;n/e;4833;N/A;n/e
10.03.2025 13:00 - 10.03.2025 13:15;9504;N/A;9504;n/e;n/e;n/e;4877;N/A;n/e
10.03.2025 13:15 - 10.03.2025 13:30;9433;N/A;9433;n/e;n/e;n/e;4856;N/A;n/e
10.03.2025 13:30 - 10.03.2025 13:45;9194;N/A;9194;n/e;n/e;n/e;4883;N/A;n/e
10.03.2025 13:45 - 10.03.2025 14:00;8936;N/A;8936;n/e;n/e;n/e;4842;N/A;n/e
10.03.2025 14:00 - 10.03.2025 14:15;8880;N/A;8880;n/e;n/e;n/e;4800;N/A;n/e
10.03.2025 14:15 - 10.03.2025 14:30;8400;N/A;8400;n/e;n/e;n/e;4678;N/A;n/e
10.03.2025 14:30 - 10.03.2025 14:45;8158;N/A;8158;n/e;n/e;n/e;4652;N/A;n/e
10.03.2025 14:45 - 10.03.2025 15:00;7857;N/A;7857;n/e;n/e;n/e;4598;N/A;n/e
10.03.2025 15:00 - 10.03.2025 15:15;7478;N/A;7478;n/e;n/e;n/e;4473;N/A;n/e
10.03.2025 15:15 - 10.03.2025 15:30;6887;N/A;6887;n/e;n/e;n/e;4558;N/A;n/e
10.03.2025 15:30 - 10.03.2025 15:45;6316;N/A;6316;n/e;n/e;n/e;4540;N/A;n/e
10.03.2025 15:45 - 10.03.2025 16:00;5660;N/A;5660;n/e;n/e;n/e;4289;N/A;n/e
10.03.2025 16:00 - 10.03.2025 16:15;4935;N/A;4935;n/e;n/e;n/e;4093;N/A;n/e
10.03.2025 16:15 - 10.03.2025 16:30;4310;N/A;4310;n/e;n/e;n/e;3866;N/A;n/e
10.03.2025 16:30 - 10.03.2025 16:45;3393;N/A;3393;n/e;n/e;n/e;3691;N/A;n/e
10.03.2025 16:45 - 10.03.2025 17:00;2612;N/A;2612;n/e;n/e;n/e;3535;N/A;n/e
10.03.2025 17:00 - 10.03.2025 17:15;1830;N/A;1830;n/e;n/e;n/e;3297;N/A;n/e
10.03.2025 17:15 - 10.03.2025 17:30;1104;N/A;1104;n/e;n/e;n/e;3282;N/A;n/e
10.03.2025 17:30 - 10.03.2025 17:45;562;N/A;562;n/e;n/e;n/e;3086;N/A;n/e
10.03.2025 17:45 - 10.03.2025 18:00;172;N/A;172;n/e;n/e;n/e;3000;N/A;n/e
10.03.2025 18:00 - 10.03.2025 18:15;22;N/A;22;n/e;n/e;n/e;2971;N/A;n/e
10.03.2025 18:15 - 10.03.2025 18:30;2;N/A;2;n/e;n/e;n/e;2860;N/A;n/e
10.03.2025 18:30 - 10.03.2025 18:45;0;N/A;0;n/e;n/e;n/e;2712;N/A;n/e
10.03.2025 18:45 - 10.03.2025 19:00;0;N/A;0;n/e;n/e;n/e;2717;N/A;n/e
10.03.2025 19:00 - 10.03.2025 19:15;0;N/A;0;n/e;n/e;n/e;2763;N/A;n/e
10.03.2025 19:15 - 10.03.2025 19:30;0;N/A;0;n/e;n/e;n/e;2916;N/A;n/e
10.03.2025 19:30 - 10.03.2025 19:45;0;N/A;0;n/e;n/e;n/e;2890;N/A;n/e
10.03.2025 19:45 - 10.03.2025 20:00;0;N/A;0;n/e;n/e;n/e;3042;N/A;n/e
10.03.2025 20:00 - 10.03.2025 20:15;0;N/A;0;n/e;n/e;n/e;3086;N/A;n/e
10.03.2025 20:15 - 10.03.2025 20:30;0;N/A;0;n/e;n/e;n/e;3108;N/A;n/e
10.03.2025 20:30 - 10.03.2025 20:45;0;N/A;0;n/e;n/e;n/e;3211;N/A;n/e
10.03.2025 20:45 - 10.03.2025 21:00;0;N/A;0;n/e;n/e;n/e;3189;N/A;n/e
10.03.2025 21:00 - 10.03.2025 21:15;0;N/A;0;n/e;n/e;n/e;3300;N/A;n/e
10.03.2025 21:15 - 10.03.2025 21:30;0;N/A;0;n/e;n/e;n/e;3516;N/A;n/e
10.03.2025 21:30 - 10.03.2025 21:45;0;N/A;0;n/e;n/e;n/e;3247;N/A;n/e
10.03.2025 21:45 - 10.03.2025 22:00;0;N/A;0;n/e;n/e;n/e;2893;N/A;n/e
10.03.2025 22:00 - 10.03.2025 22:15;0;N/A;0;n/e;n/e;n/e;2987;N/A;n/e
10.03.2025 22:15 - 10.03.2025 22:30;0;N/A;0;n/e;n/e;n/e;3144;N/A;n/e
10.03.2025 22:30 - 10.03.2025 22:45;0;N/A;0;n/e;n/e;n/e;3231;N/A;n/e
10.03.2025 22:45 - 10.03.2025 23:00;0;N/A;0;n/e;n/e;n/e;3280;N/A;n/e
10.03.2025 23:00 - 10.03.2025 23:15;0;N/A;0;n/e;n/e;n/e;3346;N/A;n/e
10.03.2025 23:15 - 10.03.2025 23:30;0;N/A;0;n/e;n/e;n/e;3490;N/A;n/e
10.03.2025 23:30 - 10.03.2025 23:45;0;N/A;0;n/e;n/e;n/e;3573;N/A;n/e
10.03.2025 23:45 - 11.03.2025 00:00;0;N/A;0;n/e;n/e;n/e;3629;N/A;n/e
11.03.2025 00:00 - 11.03.2025 00:15;0;0;0;n/e;n/e;n/e;5039;5039;n/e
11.03.2025 00:15 - 11.03.2025 00:30;0;0;0;n/e;n/e;n/e;5123;5123;n/e
11.03.2025 00:30 - 11.03.2025 00:45;0;0;0;n/e;n/e;n/e;5047;5047;n/e
11.03.2025 00:45 - 11.03.2025 01:00;0;0;0;n/e;n/e;n/e;4938;4938;n/e
11.03.2025 01:00 - 11.03.2025 01:15;0;0;0;n/e;n/e;n/e;4933;4933;n/e
11.03.2025 01:15 - 11.03.2025 01:30;0;0;0;n/e;n/e;n/e;4754;4754;n/e
11.03.2025 01:30 - 11.03.2025 01:45;0;0;0;n/e;n/e;n/e;4678;4678;n/e
11.03.2025 01:45 - 11.03.2025 02:00;0;0;0;n/e;n/e;n/e;4439;4439;n/e
11.03.2025 02:00 - 11.03.2025 02:15;0;0;0;n/e;n/e;n/e;4416;4416;n/e
11.03.2025 02:15 - 11.03.2025 02:30;0;0;0;n/e;n/e;n/e;4387;4387;n/e
11.03.2025 02:30 - 11.03.2025 02:45;0;0;0;n/e;n/e;n/e;4277;4277;n/e
11.03.2025 02:45 - 11.03.2025 03:00;0;0;0;n/e;n/e;n/e;4332;4332;n/e
11.03.2025 03:00 - 11.03.2025 03:15;0;0;0;n/e;n/e;n/e;4369;4369;n/e
11.03.2025 03:15 - 11.03.2025 03:30;0;0;0;n/e;n/e;n/e;4453;4453;n/e
11.03.2025 03:30 - 11.03.2025 03:45;0;0;0;n/e;n/e;n/e;4429;4429;n/e
11.03.2025 03:45 - 11.03.2025 04:00;0;0;0;n/e;n/e;n/e;4437;4437;n/e
11.03.2025 04:00 - 11.03.2025 04:15;0;0;0;n/e;n/e;n/e;4415;3702;n/e
11.03.2025 04:15 - 11.03.2025 04:30;0;0;0;n/e;n/e;n/e;4316;3565;n/e
11.03.2025 04:30 - 11.03.2025 04:45;0;0;0;n/e;n/e;n/e;3914;3508;n/e
11.03.2025 04:45 - 11.03.2025 05:00;0;0;0;n/e;n/e;n/e;3818;3477;n/e
11.03.2025 05:00 - 11.03.2025 05:15;0;0;0;n/e;n/e;n/e;3770;3475;n/e
11.03.2025 05:15 - 11.03.2025 05:30;0;0;0;n/e;n/e;n/e;3283;3390;n/e
11.03.2025 05:30 - 11.03.2025 05:45;0;0;0;n/e;n/e;n/e;3207;3180;n/e
11.03.2025 05:45 - 11.03.2025 06:00;0;0;0;n/e;n/e;n/e;3023;3205;n/e
11.03.2025 06:00 - 11.03.2025 06:15;0;0;0;n/e;n/e;n/e;3235;3385;n/e
11.03.2025 06:15 - 11.03.2025 06:30;1;0;0;n/e;n/e;n/e;3211;3362;n/e
11.03.2025 06:30 - 11.03.2025 06:45;11;13;13;n/e;n/e;n/e;3483;3335;n/e
11.03.2025 06:45 - 11.03.2025 07:00;221;222;222;n/e;n/e;n/e;3496;3537;n/e
11.03.2025 07:00 - 11.03.2025 07:15;600;592;592;n/e;n/e;n/e;3412;3557;n/e
11.03.2025 07:15 - 11.03.2025 07:30;1213;1216;1216;n/e;n/e;n/e;3565;3398;n/e
11.03.2025 07:30 - 11.03.2025 07:45;1906;1888;1888;n/e;n/e;n/e;3648;3359;n/e
11.03.2025 07:45 - 11.03.2025 08:00;2663;2582;2582;n/e;n/e;n/e;3851;3286;n/e
11.03.2025 08:00 - 11.03.2025 08:15;3458;3223;3223;n/e;n/e;n/e;3789;2803;n/e
11.03.2025 08:15 - 11.03.2025 08:30;4223;3981;3981;n/e;n/e;n/e;3662;2669;n/e
11.03.2025 08:30 - 11.03.2025 08:45;5024;4649;4649;n/e;n/e;n/e;3778;2714;n/e
11.03.2025 08:45 - 11.03.2025 09:00;5686;5481;5481;n/e;n/e;n/e;3898;2965;n/e
11.03.2025 09:00 - 11.03.2025 09:15;6283;5980;5980;n/e;n/e;n/e;3939;2783;n/e
11.03.2025 09:15 - 11.03.2025 09:30;6717;6356;6356;n/e;n/e;n/e;3903;2579;n/e
11.03.2025 09:30 - 11.03.2025 09:45;7523;6886;6886;n/e;n/e;n/e;3666;2645;n/e
11.03.2025 09:45 - 11.03.2025 10:00;7970;7520;7520;n/e;n/e;n/e;3610;2602;n/e
11.03.2025 10:00 - 11.03.2025 10:15;8236;7879;7879;n/e;n/e;n/e;3611;2546;n/e
11.03.2025 10:15 - 11.03.2025 10:30;8332;8065;8065;n/e;n/e;n/e;3653;2475;n/e
11.03.2025 10:30 - 11.03.2025 10:45;8552;8336;8336;n/e;n/e;n/e;3576;2332;n/e
11.03.2025 10:45 - 11.03.2025 11:00;8898;8549;8549;n/e;n/e;n/e;3515;2404;n/e
11.03.2025 11:00 - 11.03.2025 11:15;9018;8819;8819;n/e;n/e;n/e;3461;2298;n/e
11.03.2025 11:15 - 11.03.2025 11:30;9085;8774;8774;n/e;n/e;n/e;3471;2236;n/e
11.03.2025 11:30 - 11.03.2025 11:45;9083;8680;8680;n/e;n/e;n/e;3445;2206;n/e
11.03.2025 11:45 - 11.03.2025 12:00;9133;8642;8642;n/e;n/e;n/e;3573;2260;n/e
11.03.2025 12:00 - 11.03.2025 12:15;8958;8630;8630;n/e;n/e;n/e;3586;2406;n/e
11.03.2025 12:15 - 11.03.2025 12:30;8726;8409;8409;n/e;n/e;n/e;3713;2514;n/e
11.03.2025 12:30 - 11.03.2025 12:45;8444;8352;8352;n/e;n/e;n/e;3661;2391;n/e
11.03.2025 12:45 - 11.03.2025 13:00;8315;8361;8361;n/e;n/e;n/e;3748;2365;n/e
11.03.2025 13:00 - 11.03.2025 13:15;8166;8023;8023;n/e;n/e;n/e;3794;2276;n/e
11.03.2025 13:15 - 11.03.2025 13:30;8011;7806;7806;n/e;n/e;n/e;3745;2278;n/e
11.03.2025 13:30 - 11.03.2025 13:45;7662;7302;7302;n/e;n/e;n/e;3703;2300;n/e
11.03.2025 13:45 - 11.03.2025 14:00;7496;7118;7118;n/e;n/e;n/e;3502;2496;n/e
11.03.2025 14:00 - 11.03.2025 14:15;7090;6816;6816;n/e;n/e;n/e;3437;2487;n/e
11.03.2025 14:15 - 11.03.2025 14:30;6688;6496;6496;n/e;n/e;n/e;3237;2578;n/e
11.03.2025 14:30 - 11.03.2025 14:45;6400;6290;6290;n/e;n/e;n/e;3230;2559;n/e
11.03.2025 14:45 - 11.03.2025 15:00;6093;5940;5940;n/e;n/e;n/e;3325;2533;n/e
11.03.2025 15:00 - 11.03.2025 15:15;5733;5540;5540;n/e;n/e;n/e;3173;2440;n/e
11.03.2025 15:15 - 11.03.2025 15:30;5215;5054;5054;n/e;n/e;n/e;2858;2116;n/e
11.03.2025 15:30 - 11.03.2025 15:45;4711;4567;4567;n/e;n/e;n/e;2761;2064;n/e
